,Squad,Comp,Player,Pos,Age,Min_Playing,Gls,Ast,G+A,xG_Expected,npxG_Expected,xAG_Expected,TklW_Tackles,Sh_Blocks,Int,Clr,Recov,xG_Expected_norm,xAG_Expected_norm,G+A_norm,TklW_Tackles_norm,Sh_Blocks_norm,Int_norm,Clr_norm,Recov_norm,Min_Playing_norm,Score,Rank
1896,Newcastle Utd,Premier League,Sven Botman,DF,24.0,412.00000000000006,0,0,0,0.5,0.5,0.5,9,4,5,25,14,0.01984126984126984,0.035211267605633804,0.0,0.1125,0.07017543859649122,0.07575757575757576,0.10040160642570281,0.0611353711790393,0.12021058789119628,0.040003663466007984,385.0
2372,Southampton,Premier League,Nathan Wood-Gordon,DF,22.0,773.0,0,0,0,0.2,0.2,0.0,8,6,5,39,20,0.007936507936507938,0.0,0.0,0.1,0.10526315789473684,0.07575757575757576,0.1566265060240964,0.08733624454148471,0.2257970166715414,0.039919977425424136,386.0
416,Bournemouth,Premier League,James Hill,DF,22.0,448.0,0,1,1,0.3,0.3,0.3,8,0,9,31,13,0.011904761904761904,0.02112676056338028,0.02127659574468085,0.1,0.0,0.13636363636363635,0.12449799196787148,0.056768558951965066,0.13073998245100907,0.0394706083197649,387.0
655,Crystal Palace,Premier League,Ben Chilwell,DF,27.0,259.0,1,0,1,0.2,0.2,0.8,6,2,6,16,20,0.007936507936507938,0.05633802816901409,0.02127659574468085,0.075,0.03508771929824561,0.09090909090909091,0.0642570281124498,0.08733624454148471,0.07546066101199181,0.03930641435735451,388.0
1966,Nott'ham Forest,Premier League,Ramón Sosa,"FW,MF",24.0,295.0,1,0,1,1.0,1.0,0.5,3,0,4,5,25,0.03968253968253968,0.035211267605633804,0.02127659574468085,0.0375,0.0,0.06060606060606061,0.020080321285140562,0.1091703056768559,0.08599005557180463,0.03886967173181791,389.0
1968,Nott'ham Forest,Premier League,James Ward-Prowse,MF,29.0,400.0,0,1,1,0.1,0.1,1.1,1,2,5,8,19,0.003968253968253969,0.07746478873239437,0.02127659574468085,0.0125,0.03508771929824561,0.07575757575757576,0.0321285140562249,0.08296943231441048,0.11670078970459198,0.03869595464244367,390.0
1638,Manchester City,Premier League,John Stones,"DF,MF",30.0,548.0,2,0,2,0.4,0.4,0.1,2,3,4,19,22,0.015873015873015876,0.007042253521126762,0.0425531914893617,0.025,0.05263157894736842,0.06060606060606061,0.07630522088353414,0.09606986899563319,0.15998830067271133,0.03821104526926784,391.0
63,Arsenal,Premier League,Jorginho,MF,32.0,704.0,0,0,0,0.1,0.1,0.4,4,0,7,2,55,0.003968253968253969,0.028169014084507046,0.0,0.05,0.0,0.10606060606060606,0.008032128514056224,0.24017467248908297,0.20561567709856685,0.037318433215493205,392.0
1205,Ipswich Town,Premier League,Conor Townsend,DF,31.0,335.0,0,1,1,0.0,0.0,0.7,8,6,4,16,8,0.0,0.04929577464788732,0.02127659574468085,0.1,0.10526315789473684,0.06060606060606061,0.0642570281124498,0.034934497816593885,0.09768938286048552,0.037251980443029964,393.0
1656,Manchester Utd,Premier League,Victor Lindelöf,DF,30.0,704.0,0,0,0,0.0,0.0,0.1,2,4,8,36,29,0.0,0.007042253521126762,0.0,0.025,0.07017543859649122,0.12121212121212122,0.14457831325301204,0.12663755458515283,0.20561567709856685,0.03606940594149256,394.0
1520,Liverpool,Premier League,Jarell Quansah,DF,21.0,495.0,0,0,0,0.1,0.1,0.1,8,7,7,28,19,0.003968253968253969,0.007042253521126762,0.0,0.1,0.12280701754385964,0.10606060606060606,0.11244979919678715,0.08296943231441048,0.1444866920152091,0.03603760425124517,395.0
411,Bournemouth,Premier League,Philip Billing,MF,28.0,184.0,0,0,0,0.6,0.6,1.1,5,0,5,2,14,0.023809523809523808,0.07746478873239437,0.0,0.0625,0.0,0.07575757575757576,0.008032128514056224,0.0611353711790393,0.05352442234571512,0.03568328977915534,396.0
510,Brighton,Premier League,Ferdi Kadioglu,"DF,MF",24.0,385.0,1,0,1,0.4,0.4,0.2,6,2,8,17,14,0.015873015873015876,0.014084507042253523,0.02127659574468085,0.075,0.03508771929824561,0.12121212121212122,0.06827309236947791,0.0611353711790393,0.11231354197133665,0.03548521762080267,397.0
1904,Newcastle Utd,Premier League,Lloyd Kelly,DF,25.0,303.0,0,1,1,0.4,0.4,0.5,4,4,1,17,19,0.015873015873015876,0.035211267605633804,0.02127659574468085,0.05,0.07017543859649122,0.015151515151515152,0.06827309236947791,0.08296943231441048,0.0883299210295408,0.034804447405039476,398.0
592,Chelsea,Premier League,Kiernan Dewsbury-Hall,"MF,FW",25.0,264.0,0,1,1,0.2,0.2,1.1,5,0,2,9,9,0.007936507936507938,0.07746478873239437,0.02127659574468085,0.0625,0.0,0.030303030303030304,0.03614457831325301,0.039301310043668124,0.07692307692307693,0.03438782905551884,399.0
658,Crystal Palace,Premier League,Cheick Doucouré,MF,24.0,452.0,0,0,0,0.4,0.4,0.0,8,0,11,10,31,0.015873015873015876,0.0,0.0,0.1,0.0,0.16666666666666666,0.040160642570281124,0.13537117903930132,0.13190991517987716,0.03346732493471108,400.0
82,Arsenal,Premier League,Oleksandr Zinchenko,"DF,MF",27.0,527.0,0,1,1,0.6,0.6,0.2,1,1,5,10,19,0.023809523809523808,0.014084507042253523,0.02127659574468085,0.0125,0.017543859649122806,0.07575757575757576,0.040160642570281124,0.08296943231441048,0.15384615384615385,0.03335396090712121,401.0
2371,Southampton,Premier League,Welington,DF,23.0,482.0,0,0,0,0.0,0.0,0.1,9,1,7,36,21,0.0,0.007042253521126762,0.0,0.1125,0.017543859649122806,0.10606060606060606,0.14457831325301204,0.09170305676855896,0.14068441064638784,0.03206196302310974,402.0
1197,Ipswich Town,Premier League,Arijanet Muric,GK,25.0,1619.9999999999998,0,0,0,0.0,0.0,0.0,0,0,0,10,26,0.0,0.0,0.0,0.0,0.0,0.0,0.040160642570281124,0.11353711790393013,0.4735302720093594,0.03136140162417853,403.0
1611,Manchester City,Premier League,Nathan Aké,DF,29.0,678.0,0,0,0,0.2,0.2,0.0,7,2,3,22,24,0.007936507936507938,0.0,0.0,0.0875,0.03508771929824561,0.045454545454545456,0.08835341365461848,0.10480349344978165,0.19801111436092425,0.03034146669185815,404.0
2365,Southampton,Premier League,Ross Stewart,FW,28.0,389.0,1,0,1,1.1,1.1,0.0,4,0,1,7,6,0.043650793650793655,0.0,0.02127659574468085,0.05,0.0,0.015151515151515152,0.028112449799196786,0.026200873362445413,0.11348347470020474,0.028997972894842374,405.0
1624,Manchester City,Premier League,Abdukodir Khusanov,DF,20.0,503.0,0,0,0,0.0,0.0,0.1,4,4,3,29,27,0.0,0.007042253521126762,0.0,0.05,0.07017543859649122,0.045454545454545456,0.11646586345381527,0.11790393013100436,0.14682655747294532,0.02874976745966544,406.0
92,Aston Villa,Premier League,Axel Disasi,DF,26.0,490.0,0,0,0,0.1,0.1,0.4,5,1,5,18,15,0.003968253968253969,0.028169014084507046,0.0,0.0625,0.017543859649122806,0.07575757575757576,0.07228915662650602,0.06550218340611354,0.14302427610412402,0.028655131584549708,407.0
1908,Newcastle Utd,Premier League,Lewis Miley,MF,18.0,313.0,1,0,1,0.5,0.5,0.0,11,1,2,5,16,0.01984126984126984,0.0,0.02127659574468085,0.1375,0.017543859649122806,0.030303030303030304,0.020080321285140562,0.06986899563318777,0.09125475285171103,0.028535248087426742,408.0
418,Bournemouth,Premier League,Daniel Jebbison,FW,20.0,119.0,1,0,1,1.0,1.0,0.2,3,1,1,1,10,0.03968253968253968,0.014084507042253523,0.02127659574468085,0.0375,0.017543859649122806,0.015151515151515152,0.004016064257028112,0.043668122270742356,0.03451301550160866,0.026596611303649632,409.0
660,Crystal Palace,Premier League,Romain Esse,MF,19.0,138.0,1,1,2,0.3,0.3,0.4,6,0,1,2,9,0.011904761904761904,0.028169014084507046,0.0425531914893617,0.075,0.0,0.015151515151515152,0.008032128514056224,0.039301310043668124,0.04007019596373208,0.026593627169850902,410.0
2368,Southampton,Premier League,Charlie Taylor,DF,30.0,356.0,0,0,0,0.0,0.0,0.1,5,5,5,31,10,0.0,0.007042253521126762,0.0,0.0625,0.08771929824561403,0.07575757575757576,0.12449799196787148,0.043668122270742356,0.103831529687043,0.026307176600667684,411.0
409,Bournemouth,Premier League,Julian Araujo,DF,22.0,497.0,0,0,0,0.0,0.0,0.1,5,0,6,18,29,0.0,0.007042253521126762,0.0,0.0625,0.0,0.09090909090909091,0.07228915662650602,0.12663755458515283,0.14507165837964317,0.026278823729245,412.0
597,Chelsea,Premier League,Tyrique George,FW,18.0,183.0,1,1,2,0.2,0.2,0.7,0,0,2,1,4,0.007936507936507938,0.04929577464788732,0.0425531914893617,0.0,0.0,0.030303030303030304,0.004016064257028112,0.017467248908296942,0.053231939163498096,0.02600165973999486,413.0
817,Everton,Premier League,Nathan Patterson,DF,22.0,347.0,0,1,1,0.1,0.1,0.4,6,0,2,7,12,0.003968253968253969,0.028169014084507046,0.02127659574468085,0.075,0.0,0.030303030303030304,0.028112449799196786,0.05240174672489083,0.10119918104708979,0.025430418550024154,414.0
2343,Southampton,Premier League,Armel Bella Kotchap,DF,22.0,331.0,0,0,0,0.3,0.3,0.0,5,2,5,21,19,0.011904761904761904,0.0,0.0,0.0625,0.03508771929824561,0.07575757575757576,0.08433734939759036,0.08296943231441048,0.09651945013161743,0.025430004916400552,415.0
105,Aston Villa,Premier League,Jaden Philogene Bidace,"FW,MF",22.0,332.0,0,0,0,0.5,0.5,0.3,5,0,3,2,21,0.01984126984126984,0.02112676056338028,0.0,0.0625,0.0,0.045454545454545456,0.008032128514056224,0.09170305676855896,0.09681193331383446,0.025402816267606765,416.0
656,Crystal Palace,Premier League,Nathaniel Clyne,"DF,MF",33.0,483.0,0,0,0,0.0,0.0,0.3,8,2,3,14,10,0.0,0.02112676056338028,0.0,0.1,0.03508771929824561,0.045454545454545456,0.05622489959839357,0.043668122270742356,0.14097689382860484,0.02529596113520265,417.0
501,Brighton,Premier League,Evan Ferguson,FW,19.0,246.0,1,0,1,0.5,0.5,0.4,3,1,0,4,10,0.01984126984126984,0.028169014084507046,0.02127659574468085,0.0375,0.017543859649122806,0.0,0.01606425702811245,0.043668122270742356,0.07165837964317051,0.025163233847775933,418.0
2345,Southampton,Premier League,Ben Brereton,FW,25.0,449.0,0,0,0,0.9,0.9,0.1,2,1,0,4,16,0.03571428571428572,0.007042253521126762,0.0,0.025,0.017543859649122806,0.0,0.01606425702811245,0.06986899563318777,0.1310324656332261,0.025098215315693524,419.0
593,Chelsea,Premier League,Axel Disasi,DF,26.0,364.0,1,0,1,0.3,0.3,0.1,4,1,2,11,15,0.011904761904761904,0.007042253521126762,0.02127659574468085,0.05,0.017543859649122806,0.030303030303030304,0.04417670682730924,0.06550218340611354,0.10617139514477918,0.024920057191107847,420.0
606,Chelsea,Premier League,Mykhailo Mudryk,FW,23.0,151.0,0,0,0,0.3,0.3,1.0,2,1,0,1,9,0.011904761904761904,0.07042253521126761,0.0,0.025,0.017543859649122806,0.0,0.004016064257028112,0.039301310043668124,0.04387247733255338,0.024142621177800718,421.0
1410,Leicester City,Premier League,Ricardo Pereira,DF,30.0,388.0,0,0,0,0.1,0.1,0.0,8,3,4,11,19,0.003968253968253969,0.0,0.0,0.1,0.05263157894736842,0.06060606060606061,0.04417670682730924,0.08296943231441048,0.11319099151798771,0.023869214701133016,422.0
1200,Ipswich Town,Premier League,Alex Palmer,GK,27.0,1170.0,0,0,0,0.0,0.0,0.0,0,0,0,12,17,0.0,0.0,0.0,0.0,0.0,0.0,0.04819277108433735,0.07423580786026202,0.3419128400116993,0.023217070947814937,423.0
1667,Manchester Utd,Premier League,Luke Shaw,DF,29.0,349.0,0,0,0,0.0,0.0,0.7,3,1,2,7,9,0.0,0.04929577464788732,0.0,0.0375,0.017543859649122806,0.030303030303030304,0.028112449799196786,0.039301310043668124,0.10178414741152383,0.02258639478990456,424.0
499,Brighton,Premier League,Julio Enciso,"MF,FW",20.0,294.0,0,0,0,1.0,1.0,0.2,0,0,0,1,15,0.03968253968253968,0.014084507042253523,0.0,0.0,0.0,0.0,0.004016064257028112,0.06550218340611354,0.0856975723895876,0.02248245431584907,425.0
1182,Ipswich Town,Premier League,Harry Clarke,DF,23.0,379.0,0,0,0,0.1,0.1,0.0,3,4,4,14,17,0.003968253968253969,0.0,0.0,0.0375,0.07017543859649122,0.06060606060606061,0.05622489959839357,0.07423580786026202,0.11055864287803452,0.021655518667438287,426.0
1649,Manchester Utd,Premier League,Jonny Evans,DF,36.0,315.0,0,0,0,0.1,0.1,0.0,6,2,5,15,16,0.003968253968253969,0.0,0.0,0.075,0.03508771929824561,0.07575757575757576,0.060240963855421686,0.06986899563318777,0.09183971921614507,0.021580224878504986,427.0
1644,Manchester Utd,Premier League,Toby Collyer,MF,20.0,179.0,0,0,0,0.2,0.2,0.3,9,1,2,3,17,0.007936507936507938,0.02112676056338028,0.0,0.1125,0.017543859649122806,0.030303030303030304,0.012048192771084338,0.07423580786026202,0.05206200643463001,0.02154094934453491,428.0
587,Chelsea,Premier League,Benoît Badiashile,DF,23.0,334.0,0,0,0,0.0,0.0,0.0,6,2,6,12,18,0.0,0.0,0.0,0.075,0.03508771929824561,0.09090909090909091,0.04819277108433735,0.07860262008733625,0.0973968996782685,0.02125945505286393,429.0
1641,Manchester Utd,Premier League,Antony,"DF,MF",24.0,141.0,0,0,0,1.0,1.0,0.1,3,0,2,0,11,0.03968253968253968,0.007042253521126762,0.0,0.0375,0.0,0.030303030303030304,0.0,0.048034934497816595,0.04094764551038315,0.021152493124548758,430.0
87,Aston Villa,Premier League,Lamare Bogarde,"DF,MF",20.0,476.0,0,0,0,0.0,0.0,0.1,6,3,1,13,13,0.0,0.007042253521126762,0.0,0.075,0.05263157894736842,0.015151515151515152,0.05220883534136546,0.056768558951965066,0.1389295115530857,0.020942950701490343,431.0
2508,Tottenham,Premier League,Mikey Moore,FW,16.0,366.0,0,1,1,0.2,0.2,0.3,1,0,1,4,11,0.007936507936507938,0.02112676056338028,0.02127659574468085,0.0125,0.0,0.015151515151515152,0.01606425702811245,0.048034934497816595,0.10675636150921322,0.020786977051897478,432.0
1509,Liverpool,Premier League,Wataru Endo,"MF,DF",31.0,273.0,0,0,0,0.0,0.0,0.1,8,1,6,9,14,0.0,0.007042253521126762,0.0,0.1,0.017543859649122806,0.09090909090909091,0.03614457831325301,0.0611353711790393,0.07955542556303012,0.02067286698490216,433.0
1905,Newcastle Utd,Premier League,Emil Krafth,DF,29.0,342.0,0,0,0,0.0,0.0,0.1,2,4,2,16,19,0.0,0.007042253521126762,0.0,0.025,0.07017543859649122,0.030303030303030304,0.0642570281124498,0.08296943231441048,0.09973676513600468,0.020030535427344676,434.0
1631,Manchester City,Premier League,Stefan Ortega,GK,31.0,1100.0,0,0,0,0.0,0.0,0.0,0,0,0,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.04417670682730924,0.034934497816593885,0.32143901725650775,0.020027511095020545,435.0
905,Fulham,Premier League,Willian,"FW,MF",35.0,257.0,0,0,0,0.3,0.3,0.5,2,0,1,1,14,0.011904761904761904,0.035211267605633804,0.0,0.025,0.0,0.015151515151515152,0.004016064257028112,0.0611353711790393,0.07487569464755776,0.019622614354312347,436.0
2775,West Ham,Premier League,Łukasz Fabiański,GK,39.0,1160.0,0,0,0,0.0,0.0,0.0,0,0,0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.020080321285140562,0.021834061135371178,0.3389880081895291,0.019045119530502044,437.0
886,Fulham,Premier League,Jorge Cuenca,DF,24.0,351.0,0,0,0,0.0,0.0,0.0,2,4,2,26,10,0.0,0.0,0.0,0.025,0.07017543859649122,0.030303030303030304,0.10441767068273092,0.043668122270742356,0.10236911377595788,0.018796668781447638,438.0
802,Everton,Premier League,Séamus Coleman,DF,35.0,215.0,0,0,0,0.6,0.6,0.0,2,3,1,8,7,0.023809523809523808,0.0,0.0,0.025,0.05263157894736842,0.015151515151515152,0.0321285140562249,0.03056768558951965,0.06259140099444283,0.01804639187981069,439.0
2776,West Ham,Premier League,Evan Ferguson,FW,19.0,156.0,0,0,0,0.6,0.6,0.3,1,1,1,1,8,0.023809523809523808,0.02112676056338028,0.0,0.0125,0.017543859649122806,0.015151515151515152,0.004016064257028112,0.034934497816593885,0.04533489324363849,0.017842250761428122,440.0
1640,Manchester Utd,Premier League,Harry Amass,DF,17.0,346.0,0,0,0,0.1,0.1,0.0,2,1,2,11,26,0.003968253968253969,0.0,0.0,0.025,0.017543859649122806,0.030303030303030304,0.04417670682730924,0.11353711790393013,0.10090669786487277,0.017763846817889457,441.0
1898,Newcastle Utd,Premier League,Martin Dúbravka,GK,35.0,900.0000000000001,0,0,0,0.0,0.0,0.0,0,0,0,3,18,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.07860262008733625,0.2629423808131033,0.017679659683576196,442.0
94,Aston Villa,Premier League,Andrés García,"DF,MF",21.0,318.0,0,0,0,0.0,0.0,0.2,5,0,2,10,15,0.0,0.014084507042253523,0.0,0.0625,0.0,0.030303030303030304,0.040160642570281124,0.06550218340611354,0.09271716876279613,0.01737605266056176,443.0
1516,Liverpool,Premier League,Caoimhín Kelleher,GK,25.0,900.0000000000001,0,0,0,0.0,0.0,0.0,0,0,0,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.004016064257028112,0.07860262008733625,0.2629423808131033,0.017278053257873384,444.0
1413,Leicester City,Premier League,Jakub Stolarczyk,GK,23.0,900.0000000000001,0,0,0,0.0,0.0,0.0,1,0,0,6,8,0.0,0.0,0.0,0.0125,0.0,0.0,0.024096385542168676,0.034934497816593885,0.2629423808131033,0.016723663208593295,445.0
88,Aston Villa,Premier League,Emi Buendía,"MF,FW",27.0,98.0,0,0,0,0.7,0.7,0.0,6,1,0,2,8,0.027777777777777776,0.0,0.0,0.075,0.017543859649122806,0.0,0.008032128514056224,0.034934497816593885,0.028370868675051186,0.01652740106607454,446.0
891,Fulham,Premier League,Joshua King,MF,17.0,130.0,0,0,0,0.3,0.3,0.4,5,0,1,1,5,0.011904761904761904,0.028169014084507046,0.0,0.0625,0.0,0.015151515151515152,0.004016064257028112,0.021834061135371178,0.037730330505995904,0.016266829940825497,447.0
1917,Newcastle Utd,Premier League,Callum Wilson,FW,32.0,370.0,0,0,0,0.4,0.4,0.1,2,0,1,1,11,0.015873015873015876,0.007042253521126762,0.0,0.025,0.0,0.015151515151515152,0.004016064257028112,0.048034934497816595,0.10792629423808131,0.016176795873352176,448.0
2362,Southampton,Premier League,Jay Robinson,"MF,FW",17.0,137.0,0,0,0,0.0,0.0,0.7,1,0,0,1,12,0.0,0.04929577464788732,0.0,0.0125,0.0,0.0,0.004016064257028112,0.05240174672489083,0.03977771278151506,0.015293931117749167,449.0
1953,Nott'ham Forest,Premier League,Danilo,"MF,FW",23.0,275.0,0,0,0,0.0,0.0,0.0,4,1,4,3,19,0.0,0.0,0.0,0.05,0.017543859649122806,0.06060606060606061,0.012048192771084338,0.08296943231441048,0.08014039192746417,0.015165396863407121,450.0
1894,Newcastle Utd,Premier League,Miguel Almirón,FW,30.0,157.0,0,0,0,0.5,0.5,0.3,2,0,0,0,4,0.01984126984126984,0.02112676056338028,0.0,0.025,0.0,0.0,0.0,0.017467248908296942,0.045627376425855515,0.014582464331764633,451.0
1392,Leicester City,Premier League,Hamza Choudhury,"MF,DF",26.0,131.0,0,0,0,0.0,0.0,0.4,1,2,5,2,2,0.0,0.028169014084507046,0.0,0.0125,0.03508771929824561,0.07575757575757576,0.008032128514056224,0.008733624454148471,0.03802281368821293,0.014540495902513361,452.0
1653,Manchester Utd,Premier League,Ayden Heaven,DF,17.0,170.0,0,0,0,0.1,0.1,0.0,3,2,4,9,11,0.003968253968253969,0.0,0.0,0.0375,0.03508771929824561,0.06060606060606061,0.03614457831325301,0.048034934497816595,0.049429657794676805,0.014530623715978824,453.0
1910,Newcastle Utd,Premier League,William Osula,FW,20.0,134.0,1,0,1,0.2,0.2,0.1,0,0,4,2,2,0.007936507936507938,0.007042253521126762,0.02127659574468085,0.0,0.0,0.06060606060606061,0.008032128514056224,0.008733624454148471,0.038900263234863994,0.01385832607457037,454.0
2780,West Ham,Premier League,Andy Irving,MF,24.0,166.0,0,0,0,0.1,0.1,0.2,4,1,1,5,10,0.003968253968253969,0.014084507042253523,0.0,0.05,0.017543859649122806,0.015151515151515152,0.020080321285140562,0.043668122270742356,0.048259725065808716,0.013742554770043377,455.0
2511,Tottenham,Premier League,Sergio Reguilón,DF,27.0,196.0,0,0,0,0.1,0.1,0.0,3,0,4,8,14,0.003968253968253969,0.0,0.0,0.0375,0.0,0.06060606060606061,0.0321285140562249,0.0611353711790393,0.057034220532319393,0.0136106845091584,456.0
1664,Manchester Utd,Premier League,Chidozie Obi-Martin,FW,16.0,165.0,0,0,0,0.7,0.7,0.0,1,0,0,1,9,0.027777777777777776,0.0,0.0,0.0125,0.0,0.0,0.004016064257028112,0.039301310043668124,0.047967241883591694,0.013522564142547731,457.0
451,Brentford,Premier League,Ben Mee,DF,34.0,183.0,0,0,0,0.0,0.0,0.0,2,3,4,7,11,0.0,0.0,0.0,0.025,0.05263157894736842,0.06060606060606061,0.028112449799196786,0.048034934497816595,0.053231939163498096,0.013380848150697025,458.0
512,Brighton,Premier League,Solly March,"FW,MF",30.0,168.00000000000003,0,0,0,0.1,0.1,0.3,3,0,2,2,7,0.003968253968253969,0.02112676056338028,0.0,0.0375,0.0,0.030303030303030304,0.008032128514056224,0.03056768558951965,0.04884469143024277,0.013178205094994698,459.0
2503,Tottenham,Premier League,Antonín Kinský,GK,21.0,540.0,0,0,0,0.0,0.0,0.1,1,0,0,9,6,0.0,0.007042253521126762,0.0,0.0125,0.0,0.0,0.03614457831325301,0.026200873362445413,0.15764843521497515,0.013033145048759031,460.0
799,Everton,Premier League,Armando Broja,FW,22.0,334.0,0,0,0,0.1,0.1,0.2,1,0,1,4,9,0.003968253968253969,0.014084507042253523,0.0,0.0125,0.0,0.015151515151515152,0.01606425702811245,0.039301310043668124,0.0973968996782685,0.013028076694005106,461.0
513,Brighton,Premier League,James Milner,MF,38.0,170.0,0,0,0,0.2,0.2,0.2,2,2,2,2,2,0.007936507936507938,0.014084507042253523,0.0,0.025,0.03508771929824561,0.030303030303030304,0.008032128514056224,0.008733624454148471,0.049429657794676805,0.013027161807610958,462.0
2352,Southampton,Premier League,Ryan Fraser,"FW,DF",30.0,306.0,0,0,0,0.0,0.0,0.1,2,1,1,9,10,0.0,0.007042253521126762,0.0,0.025,0.017543859649122806,0.015151515151515152,0.03614457831325301,0.043668122270742356,0.08920737057619187,0.012744223002266613,463.0
2840,Wolves,Premier League,Sam Johnstone,GK,31.0,630.0,0,0,0,0.0,0.0,0.0,0,0,0,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.028112449799196786,0.039301310043668124,0.18397192161450718,0.012569284072868604,464.0
2778,West Ham,Premier League,Luis Guilherme,"MF,FW",18.0,150.0,0,0,0,0.4,0.4,0.1,0,0,3,2,7,0.015873015873015876,0.007042253521126762,0.0,0.0,0.0,0.045454545454545456,0.008032128514056224,0.03056768558951965,0.04357999415033636,0.012552073151553,465.0
1195,Ipswich Town,Premier League,Massimo Luongo,MF,31.0,201.0,0,0,0,0.0,0.0,0.0,6,2,2,2,10,0.0,0.0,0.0,0.075,0.03508771929824561,0.030303030303030304,0.008032128514056224,0.043668122270742356,0.058496636443404505,0.01252938184147395,466.0
1394,Leicester City,Premier League,Woyo Coulibaly,DF,25.0,109.0,0,0,0,0.0,0.0,0.0,4,1,5,1,14,0.0,0.0,0.0,0.05,0.017543859649122806,0.07575757575757576,0.004016064257028112,0.0611353711790393,0.031588183679438435,0.01200205272611022,467.0
460,Brentford,Premier League,Thiago,"FW,MF",23.0,175.0,0,0,0,0.1,0.1,0.1,3,0,2,3,12,0.003968253968253969,0.007042253521126762,0.0,0.0375,0.0,0.030303030303030304,0.012048192771084338,0.05240174672489083,0.05089207370576192,0.011756179069939914,468.0
612,Chelsea,Premier League,Renato Veiga,"DF,MF",21.0,181.0,0,0,0,0.1,0.1,0.0,6,1,1,2,9,0.003968253968253969,0.0,0.0,0.075,0.017543859649122806,0.015151515151515152,0.008032128514056224,0.039301310043668124,0.05264697279906405,0.011574265498347508,469.0
1952,Nott'ham Forest,Premier League,Willy Boly,DF,33.0,150.0,0,0,0,0.1,0.1,0.0,1,2,3,12,5,0.003968253968253969,0.0,0.0,0.0125,0.03508771929824561,0.045454545454545456,0.04819277108433735,0.021834061135371178,0.04357999415033636,0.011522930746617989,470.0
2834,Wolves,Premier League,Carlos Forbs,"MF,FW",20.0,239.0,0,0,0,0.1,0.1,0.0,5,0,1,2,11,0.003968253968253969,0.0,0.0,0.0625,0.0,0.015151515151515152,0.008032128514056224,0.048034934497816595,0.06961099736765136,0.011356954967028158,471.0
662,Crystal Palace,Premier League,Matheus França,"MF,FW",20.0,55.0,1,0,1,0.3,0.3,0.0,0,1,1,1,3,0.011904761904761904,0.0,0.02127659574468085,0.0,0.017543859649122806,0.015151515151515152,0.004016064257028112,0.013100436681222707,0.015794091839719217,0.01110704609929514,472.0
1207,Ipswich Town,Premier League,Christian Walton,GK,28.0,630.0,0,0,0,0.0,0.0,0.0,0,0,0,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.008032128514056224,0.026200873362445413,0.18397192161450718,0.01091024617455044,473.0
2499,Tottenham,Premier League,Fraser Forster,GK,36.0,630.0,0,0,0,0.0,0.0,0.0,0,0,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.028112449799196786,0.004366812227074236,0.18397192161450718,0.01082255918203891,474.0
897,Fulham,Premier League,Harrison Reed,MF,29.0,108.0,0,0,0,0.2,0.2,0.1,3,0,1,3,10,0.007936507936507938,0.007042253521126762,0.0,0.0375,0.0,0.015151515151515152,0.012048192771084338,0.043668122270742356,0.03129570049722141,0.010772579619705895,475.0
1967,Nott'ham Forest,Premier League,Harry Toffolo,DF,28.0,137.0,0,0,0,0.0,0.0,0.0,3,2,2,12,2,0.0,0.0,0.0,0.0375,0.03508771929824561,0.030303030303030304,0.04819277108433735,0.008733624454148471,0.03977771278151506,0.009979742896063841,476.0
1651,Manchester Utd,Premier League,Tyler Fredricson,DF,19.0,165.0,0,0,0,0.0,0.0,0.0,3,0,1,11,12,0.0,0.0,0.0,0.0375,0.0,0.015151515151515152,0.04417670682730924,0.05240174672489083,0.047967241883591694,0.009859860529365347,477.0
1505,Liverpool,Premier League,Federico Chiesa,FW,26.0,108.0,0,0,0,0.3,0.3,0.2,0,0,0,1,6,0.011904761904761904,0.014084507042253523,0.0,0.0,0.0,0.0,0.004016064257028112,0.026200873362445413,0.03129570049722141,0.009463961885714023,478.0
1199,Ipswich Town,Premier League,Chiedozie Ogbene,FW,27.0,238.0,0,0,0,0.0,0.0,0.1,3,0,1,3,6,0.0,0.007042253521126762,0.0,0.0375,0.0,0.015151515151515152,0.012048192771084338,0.026200873362445413,0.06931851418543433,0.009419405477749315,479.0
449,Brentford,Premier League,Edmond-Paris Maghoma,"MF,FW",23.0,119.0,0,0,0,0.1,0.1,0.1,1,2,1,2,7,0.003968253968253969,0.007042253521126762,0.0,0.0125,0.03508771929824561,0.015151515151515152,0.008032128514056224,0.03056768558951965,0.03451301550160866,0.009391530097448808,480.0
1190,Ipswich Town,Premier League,Ali Al Hamadi,FW,22.0,134.0,0,0,0,0.4,0.4,0.1,0,0,0,2,4,0.015873015873015876,0.007042253521126762,0.0,0.0,0.0,0.0,0.008032128514056224,0.017467248908296942,0.038900263234863994,0.009390337498990972,481.0
